small vehicle,large vehicle,minibus,hatchback,sedan,bus,minivan,truck,van,jeep,cement mixer,dedicated agricultural vehicle,tanker,crane truck,pickup,light truck,prime mover,red,black,blue,silver/grey,white,other,yellow,green,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents
15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233,15233
26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616
35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399,35399
14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138,14138
13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612,13612
34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533
32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265,32265
33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540,33540
35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397,35397
21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629,21629
32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055,32055
28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435,28435
33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420,33420
37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675,37675
27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463,27463
19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336,19336
21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621,21621
37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886,37886
11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961,11961
38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388,38388
15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564,15564
28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720,28720
36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411,36411
39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284,39284
27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330,27330
36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251,36251
14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406
15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836,15836
23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134,23134
20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246,20246
28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181
17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522,17522
34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805,34805
19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224
26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415,26415
39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114,39114
10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160,10160
10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021,10021
39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676,39676
21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860,21860
11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704,11704
25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112,25112
11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742,11742
12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171,12171
19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557,19557
15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178,15178
16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583,16583
19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583
37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742,37742
27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171,27171
19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906,19906
31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995,31995
33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653,33653
31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840,31840
30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653,30653
12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738,12738
22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088,22088
19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701,19701
31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263,31263
29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383,29383
12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437,12437
17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543,17543
33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835,33835
36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515,36515
35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812,35812
13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517
36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663,36663
37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188,37188
27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227,27227
17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866,17866
16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942
27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337
29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728,29728
27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645
36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670,36670
18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137,18137
13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883,13883
27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196,27196
33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629,33629
39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189,39189
37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816,37816
25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633
24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063,24063
35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098,35098
20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879,20879
14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342,14342
35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309,35309
35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737,35737
16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938,16938
36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628,36628
16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420,16420
35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729,35729
15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218,15218
38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668,38668
34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671
39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133,39133
29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315,29315
15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434,15434
33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833
20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714,20714
21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519,21519
14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766,14766
25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703,25703
35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087,35087
13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737,13737
13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430,13430
38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231,38231
16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154
16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202
22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726,22726
20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213,20213
28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297,28297
28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912,28912
10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029,10029
38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357,38357
38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185,38185
11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383,11383
27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543,27543
16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345,16345
36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659,36659
37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635,37635
35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113,35113
39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857,39857
32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535,32535
